Date,High,Low,Open,Close,Volume,Adj Close,N
41346.00,95.05419159,94.04092407,94.61993408,94.57167816,2740903,77.26313019,0
41347.00,97.70798492,94.13742065,94.28217316,97.17723083,3739569,79.39180756,0
41348.00,99.01075745,97.22547913,97.41847992,98.14224243,2467639,80.18018341,0
41351.00,97.41847992,94.61993408,97.27372742,94.8611908,1794431,77.49964142,0
41352.00,95.1506958,94.42692566,94.81293488,94.57167816,3899360,77.26313019,0
41353.00,95.39194489,94.13742065,94.28217316,94.95768738,3961688,77.57847595,0
41354.00,96.88772583,90.6151123,95.00593567,91.33887482,2206858,74.62197113,0
41355.00,94.33042908,90.8081131,91.00112152,92.44864655,1881917,75.52863312,0
41358.00,94.13742065,91.19412231,93.22065735,92.30389404,1668319,75.4103775,0
41359.00,92.68989563,90.90461731,92.11088562,91.58013153,1947110,74.8190918,0
41361.00,93.60666656,90.27735138,91.58013153,93.12415314,1869705,76.08050537,0
41365.00,93.51016235,91.72488403,93.07590485,92.49689484,912486,75.56806946,0
41366.00,93.07590485,91.58013153,92.06263733,91.96613312,1701861,75.13445282,0
41367.00,97.85273743,91.86963654,93.07590485,92.59339905,5507803,75.64690399,0
41368.00,93.70316315,91.48362732,92.54514313,91.72488403,2384335,74.93734741,0
41369.00,92.64164734,91.24237061,91.29062653,91.82138062,1814933,75.01618195,0
41372.00,93.84791565,91.67662811,91.86963654,93.22065735,1452476,76.15935516,0
41373.00,93.89617157,90.71161652,93.60666656,91.43537903,1490910,74.70083618,0
41374.00,92.15914154,90.71161652,91.58013153,91.72488403,1832649,74.93734741,0
41375.00,92.54514313,90.22910309,92.06263733,90.8081131,2413314,74.18835449,0
41376.00,92.30389404,90.4703598,90.51860809,92.01438904,1213186,75.17385864,0
41379.00,92.20738983,90.3256073,92.20738983,90.6633606,1426473,74.07009888,0
41380.00,96.01920319,92.54514313,95.19894409,92.78639984,5151217,75.80458069,0
41381.00,93.46191406,90.85636139,92.93115234,91.24237061,1934512,74.5431366,0
41382.00,91.86963654,90.8081131,91.14587402,91.58013153,1887738,74.8190918,0
41386.00,92.44864655,91.48362732,91.48362732,92.25563812,1631884,75.37095642,0
41387.00,92.40039063,90.9528656,92.11088562,91.43537903,2623606,74.70083618,0
41389.00,92.54514313,90.90461731,91.29062653,91.29062653,4162929,74.58256531,0
41390.00,92.64164734,91.19412231,91.29062653,91.53187561,3893856,74.77966309,0
41393.00,92.64164734,91.29062653,91.29062653,91.96613312,1746477,75.13445282,0
41394.00,92.73815155,90.37385559,92.20738983,91.38712311,2560242,74.66139984,0
41396.00,92.30389404,90.6151123,91.29062653,91.0976181,4467349,74.42488098,0
41397.00,91.62837982,90.22910309,90.8081131,90.42211151,3089996,73.8730011,0
41400.00,91.19412231,89.69834137,90.90461731,90.71161652,2935251,74.10952759,0
41401.00,91.67662811,90.4703598,91.67662811,90.90461731,6079864,74.26720428,0
41402.00,91.72488403,90.4703598,91.67662811,90.6633606,2148757,74.07009888,0
41403.00,91.29062653,90.22910309,91.00112152,90.6633606,5891440,74.07009888,0
41404.00,91.19412231,90.42211151,90.42211151,90.71161652,1181936,74.10952759,0
41407.00,91.24237061,89.50534058,90.9528656,89.84309387,1003558,73.39995575,0
41408.00,91.19412231,88.78157806,89.84309387,90.71161652,2613836,74.10952759,0
41409.00,91.53187561,90.27735138,90.6633606,90.71161652,3188582,74.10952759,0
41410.00,91.0976181,89.65009308,90.85636139,89.89134979,2674418,73.43938446,0
41411.00,90.90461731,89.93959808,89.98784637,90.6633606,2933380,74.07009888,0
41414.00,91.38712311,89.89134979,90.85636139,90.1808548,1728769,73.67589569,0
41415.00,91.29062653,89.07108307,90.1808548,89.40883636,2525049,73.04516602,0
41416.00,89.98784637,87.33405304,89.74659729,87.67180634,1450903,71.62606049,0
41417.00,87.76831055,84.58375549,87.57530975,84.92150879,2453570,69.3791275,0
41418.00,88.63682556,83.95648956,85.11450958,88.29907227,4739969,72.13852692,0
41421.00,89.02283478,87.38230133,88.29907227,88.49207306,1160943,72.29619598,0
41422.00,88.73332977,87.43055725,88.29907227,87.72006226,2729248,71.6654892,0
41423.00,87.76831055,86.36903381,87.72006226,86.99629974,2512624,71.0741806,0
41424.00,88.20256805,86.41728973,87.33405304,86.99629974,3854167,71.0741806,0
41425.00,88.68507385,85.74177551,86.80329132,86.27253723,3165764,70.48287964,0
41428.00,86.22428131,84.48725128,85.88652802,84.96976471,1769831,69.41854095,0
41429.00,86.61029053,84.6802597,84.92150879,85.93477631,2442775,70.20693207,0
41430.00,86.51378632,85.06626129,86.17603302,85.83827972,1002277,70.12809753,0
41431.00,85.83827972,84.82500458,85.25926971,85.1627655,1844505,69.57623291,0
41432.00,86.17603302,85.11450958,85.88652802,85.5005188,2060126,69.85215759,0
41435.00,86.27253723,84.24599457,85.98303223,84.58375549,1410095,69.10318756,0
41436.00,84.63200378,78.02163696,83.95648956,79.46916199,4304804,64.92468262,0
41437.00,80.337677,76.62236023,79.46916199,77.00836945,2770627,62.91424942,0
41438.00,77.87688446,74.49932098,76.96012115,75.41609192,2526512,61.61339951,0
41439.00,78.50414276,75.65734863,76.71886444,78.16638947,2914123,63.86033249,0
41442.00,79.8551712,77.49087524,78.21463776,79.46916199,1511494,64.92468262,0
41443.00,81.15794373,77.29787445,79.22790527,80.38592529,3489291,65.67364502,0
41444.00,80.86843872,78.79364777,80.14467621,79.90341949,2148545,65.27944946,0
41445.00,80.048172,77.49087524,78.55239868,78.11814117,4131800,63.82091904,0
41446.00,81.92995453,77.82863617,78.16638947,78.64889526,4079430,64.25453186,0
41449.00,80.09642029,77.82863617,78.64889526,79.32440948,3472389,64.80641937,0
41450.00,79.66216278,76.42935944,79.13140869,77.63562775,5699546,63.42671967,0
41451.00,78.98665619,77.15312195,77.39437866,77.63562775,4372808,63.42671967,0
41452.00,79.5656662,77.87688446,78.16638947,78.55239868,3571334,64.17570496,0
41453.00,83.61873627,78.16638947,78.35939026,83.28098297,3991163,68.03884125,0
41456.00,85.88652802,84.34249878,85.54877472,85.54877472,3394145,69.89160156,0
41457.00,84.92150879,83.23272705,84.10124207,83.66698456,2214744,68.3542099,0
41458.00,83.47398376,79.13140869,83.18447876,79.66216278,1984101,65.08235168,0
41459.00,83.08797455,80.09642029,80.09642029,82.55722046,3164966,67.44754791,0
41460.00,84.53549957,82.31596375,83.08797455,82.79846954,1242170,67.64465332,0
41463.00,82.84672546,81.39920044,82.41246796,82.02645874,4280415,67.0139389,0
41464.00,83.47398376,82.12296295,82.26771545,82.55722046,2228951,67.44754791,0
41465.00,84.39074707,82.60546875,82.60546875,83.37747955,1721675,68.11768341,0
41466.00,85.83827972,83.95648956,83.95648956,85.21101379,1066300,69.61565399,0
41467.00,86.75504303,83.28098297,85.21101379,86.46553802,1600520,70.64057159,0
41470.00,87.52705383,85.11450958,86.17603302,85.5005188,1204870,69.85215759,0
41471.00,86.65853882,83.71524048,83.85999298,86.07952881,1114268,70.32520294,0
41472.00,88.10606384,86.07952881,86.85154724,87.81655884,2799262,71.74432373,0
41473.00,90.1808548,87.81655884,87.91306305,89.84309387,1889133,73.39995575,0
41474.00,89.84309387,87.57530975,89.74659729,89.26408386,783655,72.92691803,0
41477.00,90.4703598,89.16758728,89.26408386,90.27735138,1375164,73.75473785,0
41478.00,91.48362732,90.4703598,90.4703598,91.19412231,1488996,74.50371552,0
41479.00,91.86963654,88.49207306,90.71161652,89.16758728,1574083,72.84807587,0
41480.00,88.82982635,84.6802597,88.82982635,86.51378632,1855657,70.68000031,0
41481.00,87.91306305,85.40401459,86.07952881,85.83827972,1368705,71.03936768,0
41484.00,87.38230133,84.63200378,86.85154724,85.11450958,1021639,70.44039154,0
41485.00,85.88652802,82.99147797,85.21101379,83.37747955,1108615,69.00283051,0
41486.00,85.6452713,82.46071625,82.89497375,84.96976471,2824236,70.32059479,0
41487.00,86.12778473,83.61873627,85.06626129,84.92150879,1736897,70.2806778,0
41488.00,84.82500458,81.06143951,84.82500458,81.54395294,4490181,67.48542023,0
41491.00,82.50896454,79.03490448,81.06143951,81.06143951,4280787,67.08608246,0
41492.00,80.24118042,65.71766663,80.14467621,68.90222168,15698043,57.02317429,0
41493.00,75.27133942,66.24842834,68.03370667,74.30632019,9560536,61.4955864,0
41494.00,75.60909271,72.37628937,73.92031097,74.98183441,2743769,62.05464172,0
41498.00,75.36784363,72.37628937,75.27133942,72.81054688,2448285,60.25768661,0
41499.00,74.2580719,70.88050842,72.37628937,73.72731018,1603097,61.01638412,0
41500.00,75.75384521,73.10005188,73.72731018,75.46434021,2392142,62.45394897,0
41502.00,75.17483521,70.06024933,74.78883362,70.88050842,4934632,58.66038895,0
41505.00,73.24480438,70.63925934,71.89377594,72.32803345,3809201,59.85836029,0
41506.00,72.85879517,70.54275513,72.37628937,70.97701263,4161773,58.74026108,0
41507.00,74.01681519,69.96374512,72.13503265,71.41127014,4345024,59.09965134,0
41508.00,73.24480438,70.49449921,70.92876434,72.03852844,3475539,59.61876297,0
41509.00,75.75384521,71.36302185,72.90704346,75.31958771,3863043,62.33415222,0
41512.00,78.89015198,74.20981598,76.23635864,74.98183441,3293891,62.05464172,0
41513.00,76.04335022,71.26651764,75.12658691,71.84552765,3129473,59.4590416,0
41514.00,75.27133942,69.96374512,71.41127014,74.4028244,4029361,61.5754509,0
41515.00,75.70559692,73.43780518,74.5475769,74.20981598,4400049,61.41572189,0
41516.00,74.01681519,70.44625092,73.92031097,73.19654846,2738145,60.57714462,0
41519.00,74.20981598,71.26651764,73.43780518,71.65252686,6158184,59.29931259,0
41520.00,72.90704346,68.61271667,71.84552765,69.4329834,4501779,57.46243286,0
41521.00,71.12176514,68.56446838,69.38473511,70.44625092,5561490,58.30101395,0
41522.00,72.08678436,69.7224884,71.50777435,70.01199341,8898765,57.94160843,0
41523.00,71.31476593,67.26169586,71.31476593,68.32321167,10015484,56.54398346,0
41527.00,70.15674591,68.6609726,68.75746918,69.86724091,7243051,57.82182312,0
41528.00,72.85879517,70.01199341,70.73575592,71.07351685,13298039,58.82013321,0
41529.00,76.33285522,72.32803345,72.37628937,74.01681519,7270187,61.25598907,0
41530.00,76.18810272,74.20981598,74.20981598,75.65734863,3197315,62.61368942,0
41533.00,77.49087524,73.00354767,76.57411194,73.58255768,2874420,60.89660263,0
41534.00,74.2580719,72.03852844,73.58255768,72.95529938,1830086,60.37747955,0
41535.00,75.94685364,72.95529938,73.14830017,75.41609192,3306045,62.41402435,0
41536.00,80.6754303,76.09160614,77.34612274,80.24118042,5010483,66.40724945,0
41537.00,82.02645874,76.47760773,81.64044952,79.4209137,5130118,65.72840118,0
41540.00,80.86843872,75.80210114,79.13140869,76.23635864,3078270,63.09286499,0
41541.00,78.55239868,75.56084442,76.23635864,78.02163696,3136669,64.57035065,0
41542.00,79.90341949,77.53913116,79.75866699,78.50414276,4194854,64.96968842,0
41543.00,80.09642029,77.97338867,78.98665619,79.5656662,3239278,65.84819794,0
41544.00,80.62718201,78.35939026,79.46916199,78.79364777,2218083,65.20927429,0
41547.00,78.93840027,77.29787445,78.69715118,78.31114197,1928783,64.80994415,0
41548.00,78.79364777,74.78883362,78.16638947,75.12658691,4507598,62.17444229,0
41550.00,78.60064697,75.46434021,75.56084442,78.31114197,2498259,64.80994415,0
41551.00,78.79364777,75.5125885,78.64889526,78.16638947,2724394,64.6901474,0
41554.00,79.37265778,76.67061615,78.06988525,78.98665619,1931372,65.3690033,0
41555.00,81.88170624,79.22790527,79.22790527,81.15794373,4097736,67.16594696,0
41556.00,82.99147797,80.57893372,81.35094452,82.84672546,4308416,68.56358337,0
41557.00,82.99147797,80.57893372,82.17121124,80.82019043,3654059,66.88642883,0
41558.00,82.12296295,78.16638947,81.83345795,78.89015198,4408307,65.28913116,0
41561.00,79.5656662,77.78038025,79.13140869,78.16638947,2227137,64.6901474,0
41562.00,79.03490448,76.23635864,78.64889526,76.52586365,2380201,63.33246231,0
41564.00,78.16638947,75.60909271,77.20137024,76.09160614,2691918,62.97307587,0
41565.00,77.39437866,76.23635864,76.23635864,77.05661774,3072835,63.77171707,0
41568.00,77.92513275,76.81536865,77.05661774,77.20137024,2362486,63.89151001,0
41569.00,79.5656662,76.71886444,76.71886444,79.13140869,3271176,65.48880005,0
41570.00,80.9649353,77.92513275,79.4209137,78.93840027,3510617,65.32907104,0
41571.00,80.38592529,77.78038025,78.93840027,78.21463776,1957810,64.73007965,0
41572.00,78.55239868,76.91186523,77.87688446,77.24962616,1610095,63.93145752,0
41575.00,78.55239868,75.75384521,77.73213196,76.33285522,1826326,63.17274475,0
41576.00,78.64889526,76.09160614,76.81536865,78.40764618,1674906,64.88983154,0
41577.00,78.89015198,76.91186523,77.39437866,77.78038025,1567148,64.37068176,0
41578.00,79.90341949,77.05661774,77.87688446,79.27616119,5044481,65.6085968,0
41579.00,80.09642029,78.50414276,78.64889526,79.61391449,1857738,65.88812256,0
41583.00,81.68870544,78.74539948,79.13140869,80.53068542,2553090,66.6468277,0
41584.00,82.79846954,79.90341949,80.57893372,81.10969543,3746710,67.12602997,0
41585.00,81.92995453,78.79364777,81.35094452,79.08315277,2074973,65.44885254,0
41586.00,79.95166779,78.60064697,79.13140869,79.46916199,1306408,65.76833344,0
41589.00,79.51741028,77.20137024,79.4209137,78.74539948,1862732,65.16934204,0
41590.00,79.46916199,76.23635864,79.37265778,76.33285522,2305678,63.17274475,0
41591.00,76.47760773,74.78883362,76.23635864,74.98183441,1800814,62.05464172,0
41592.00,77.49087524,74.69232941,76.23635864,75.85034943,4506260,62.77341461,0
41596.00,77.10487366,74.98183441,76.62236023,76.13985443,3045228,63.01300049,0
41597.00,76.67061615,75.75384521,76.28460693,76.13985443,2091783,63.01300049,0
41598.00,77.78038025,76.23635864,76.57411194,76.67061615,3209698,63.45225143,0
41599.00,76.86361694,74.35456848,76.71886444,74.5958252,2338846,61.73516464,0
41600.00,75.27133942,73.87206268,75.2230835,74.20981598,2095823,61.41572189,0
41603.00,75.89859772,73.96856689,74.4028244,75.46434021,1888320,62.45394897,0
41604.00,75.85034943,74.64407349,75.27133942,74.93357849,2202579,62.01469421,0
41605.00,75.27133942,74.4028244,74.4028244,74.98183441,1161138,62.05464172,0
41606.00,76.47760773,75.07833862,75.07833862,75.36784363,3385243,62.37409592,0
41607.00,77.34612274,75.41609192,75.85034943,76.71886444,2059573,63.49219131,0
41610.00,78.06988525,76.38111115,77.44262695,77.15312195,1785033,63.85157776,0
41611.00,78.26289368,76.33285522,77.05661774,77.20137024,3614976,63.89151001,0
41612.00,79.8551712,76.96012115,77.15312195,79.13140869,5794677,65.48880005,0
41613.00,81.59220123,79.95166779,80.53068542,80.57893372,6827015,66.68675995,0
41614.00,86.75504303,80.57893372,81.06143951,85.30751801,11449948,70.60012817,0
41617.00,89.36058807,85.30751801,87.72006226,85.93477631,5260740,71.11922455,0
41618.00,86.65853882,83.57048798,86.65853882,84.6802597,3221920,70.08102417,0
41619.00,84.92150879,82.65371704,84.05299377,82.89497375,2266193,68.603508,0
41620.00,88.25081635,81.15794373,81.15794373,86.12778473,13637404,71.27897644,0
41621.00,86.27253723,83.76348877,86.27253723,84.14949799,5799770,69.64174652,0
41624.00,87.52705383,82.55722046,83.90824127,85.74177551,3518620,70.95950317,0
41625.00,88.10606384,84.58375549,85.45227051,84.96976471,4667274,70.32059479,0
41626.00,88.87808228,84.29425049,84.29425049,88.39556885,4564375,73.15579224,0
41627.00,89.36058807,86.07952881,89.11933136,86.36903381,3193272,71.4786377,0
41628.00,87.76831055,84.92150879,86.07952881,87.52705383,2279961,72.43700409,0
41631.00,87.81655884,85.6452713,86.56204224,85.93477631,3377241,71.11922455,0
41632.00,85.54877472,82.99147797,84.82500458,83.23272705,5126391,68.88304138,0
41634.00,87.23754883,83.13623047,83.52223206,86.75504303,6877666,71.79808807,0
41635.00,87.57530975,85.93477631,87.57530975,86.51378632,2297899,71.59844208,0
41638.00,87.28580475,85.3557663,86.51378632,85.74177551,1757802,70.95950317,0
41639.00,88.78157806,85.88652802,85.88652802,88.15431976,4549598,72.95613098,0
41640.00,88.73332977,86.65853882,87.43055725,87.23754883,4492655,72.19740295,0
41641.00,88.10606384,83.90824127,87.28580475,84.29425049,4214035,69.76154327,0
41642.00,84.34249878,78.74539948,84.24599457,81.10969543,10509933,67.12602997,0
41645.00,81.20619202,78.45589447,81.06143951,78.98665619,7895772,65.3690033,0
41646.00,79.7104187,76.62236023,78.98665619,76.76711273,5881685,63.5321312,0
41647.00,78.64889526,76.71886444,77.20137024,78.16638947,6924420,64.6901474,0
41648.00,79.46916199,77.39437866,78.16638947,78.40764618,3772748,64.88983154,0
41649.00,78.64889526,76.71886444,78.40764618,77.53913116,3346433,64.17103577,0
41652.00,78.35939026,75.17483521,77.29787445,76.09160614,4098774,62.97307587,0
41653.00,75.89859772,74.8853302,75.17483521,75.27133942,2845741,62.29423141,0
41654.00,76.23635864,75.17483521,75.17483521,75.65734863,2856127,62.61368942,0
41655.00,76.38111115,75.07833862,75.75384521,75.31958771,1618071,62.33415222,0
41656.00,77.10487366,75.17483521,75.36784363,75.60909271,2720383,62.57374573,0
41659.00,75.99510193,74.4028244,75.31958771,74.7405777,2615816,61.85496902,0
41660.00,75.36784363,74.06506348,75.17483521,74.20981598,1690268,61.41572189,0
41661.00,74.7405777,73.38955688,74.01681519,73.96856689,2312059,61.21605682,0
41662.00,75.0300827,73.92031097,73.92031097,74.16156769,1982358,61.37578583,0
41663.00,74.5958252,72.66579437,74.1133194,73.00354767,2145322,60.41741562,0
41666.00,72.56929016,69.7224884,72.56929016,70.01199341,2805213,57.94160843,0
41667.00,71.70077515,69.19172668,70.01199341,70.68750763,4321872,58.50067139,0
41668.00,71.65252686,70.25325012,70.92876434,70.44625092,2981503,58.30101395,0
41669.00,70.15674591,68.90222168,69.96374512,69.4329834,2416353,57.46243286,0
41670.00,71.89377594,69.33647919,69.5777359,71.36302185,3071288,59.05972672,0
41673.00,73.96856689,69.86724091,72.66579437,70.10849762,3102586,58.02147675,0
41674.00,70.92876434,68.90222168,69.48123169,70.10849762,1979808,58.02147675,0
41675.00,70.92876434,69.5777359,70.44625092,70.39800262,1416928,58.26107407,0
41676.00,73.19654846,70.68750763,70.68750763,72.61753845,3595568,60.0979538,0
41677.00,74.06506348,71.12176514,73.67906189,72.27978516,5458122,59.81843567,0
41680.00,73.34130096,71.89377594,72.08678436,72.90704346,1249405,60.3375473,0
41681.00,74.01681519,72.42453766,72.90704346,73.24480438,1451023,60.61707306,0
41682.00,73.82381439,72.13503265,73.34130096,72.47278595,1128951,59.97815704,0
41683.00,73.34130096,70.44625092,73.34130096,70.54275513,1955466,58.38087082,0
41684.00,71.84552765,70.34975433,70.92876434,71.26651764,1815003,58.97984695,0
41687.00,74.98183441,71.79727936,71.79727936,74.7405777,5291363,61.85496902,0
41688.00,77.29787445,73.38955688,74.7405777,76.67061615,5574545,63.45225143,0
41689.00,76.71886444,74.35456848,76.33285522,74.69232941,3094072,61.81503677,0
41690.00,77.00836945,73.34130096,73.87206268,75.60909271,4229513,62.57374573,0
41691.00,77.10487366,75.31958771,75.75384521,76.04335022,2986265,62.93314362,0
41694.00,81.39920044,78.79364777,80.86843872,79.95166779,14447316,66.16763306,0
41695.00,80.57893372,77.49087524,80.337677,78.11814117,4319155,64.65023041,0
41696.00,79.08315277,76.18810272,78.93840027,76.67061615,4403633,63.45225143,0
41698.00,77.63562775,75.31958771,77.10487366,76.04335022,4599674,62.93314362,0
41701.00,77.10487366,75.0300827,76.04335022,75.5125885,3839820,62.49388504,0
41702.00,77.92513275,75.2230835,75.27133942,77.24962616,5654256,63.93145752,0
41703.00,77.87688446,74.4028244,77.58737946,74.7405777,5360889,61.85496902,0
41704.00,76.13985443,74.8853302,75.46434021,75.65734863,4811019,62.61368942,0
41705.00,77.15312195,74.98183441,76.04335022,76.67061615,4023442,63.45225143,0
41708.00,77.53913116,75.12658691,76.18810272,76.38111115,5996216,63.21266556,0
41709.00,80.337677,77.39437866,77.49087524,79.32440948,11601670,65.64854431,0
41710.00,80.77193451,78.64889526,79.61391449,80.38592529,7323809,66.52703094,0
41711.00,82.60546875,79.32440948,80.62718201,80.1929245,7553409,66.3673172,0
41712.00,81.88170624,79.61391449,80.57893372,80.43418121,5064761,66.56697845,0
41716.00,82.36421204,79.7104187,80.38592529,80.9649353,5771154,67.00622559,0
41717.00,82.90000153,79,81.25,79.40000153,7037784,65.71109772,0
41718.00,79.59999847,77.80000305,79.30000305,78,2053959,64.55245209,0
41719.00,80.15000153,78.25,78.75,79.84999847,4279465,66.08350372,0
41722.00,81.15000153,79.65000153,79.80000305,80.44999695,3233179,66.58006287,0
41723.00,81.75,80.19999695,81,81.55000305,3457592,67.49042511,0
41724.00,83,81,81.94999695,81.84999847,3936008,67.73870087,0
41725.00,83.09999847,80.59999847,81.84999847,82.75,8796256,68.48353577,0
41726.00,86.94999695,82.84999847,82.90000153,86.55000305,5626196,71.62839508,0
41729.00,87.90000153,84.19999695,87,85.15000153,5635757,70.46976471,0
41730.00,85.5,83.30000305,85.44999695,84.25,2314247,69.72492218,0
41731.00,85.84999847,83.40000153,85,85.15000153,5848748,70.46976471,0
41732.00,86,83,85.25,84.40000153,4253155,69.84906769,0
41733.00,84.69999695,83.09999847,84.59999847,83.34999847,3191638,68.98007965,0
41736.00,84.5,82.30000305,84.30000305,83,3826405,68.69043732,0
41738.00,84.5,83.05000305,83.25,83.94999695,4457416,69.47664642,0
41739.00,87.90000153,83.84999847,84.34999847,87.30000305,9463502,72.24909973,0
41740.00,87.65000153,85.80000305,87,86.25,4995075,71.38011169,0
41744.00,87,84,87,84.65000153,3537288,70.05595398,0
41745.00,86,81.05000305,84.25,81.65000153,3402283,67.57318878,0
41746.00,84.25,81.05000305,81.05000305,83.94999695,2957439,69.47664642,0
41750.00,85.34999847,83.15000153,83.30000305,83.59999847,2529429,69.1869812,0
41751.00,84.80000305,82.15000153,84.80000305,83.80000305,4521626,69.35251617,0
41752.00,85.05000305,83,84,83.65000153,6988690,69.2283783,0
41753.00,83.65000153,83.65000153,83.65000153,83.65000153,0,69.2283783,0
41754.00,84.69999695,82.65000153,83.80000305,83.05000305,3048548,68.73181152,0
41757.00,84.15000153,82.19999695,82.40000153,82.94999695,2450866,68.64904785,0
41758.00,83.69999695,80.30000305,83.25,80.90000153,4361270,66.9524765,0
41759.00,81.69999695,77.34999847,80.59999847,78.09999847,7023343,64.63520813,0
41761.00,80.65000153,78.44999695,78.94999695,80.15000153,5147535,66.33178711,0
41764.00,80.65000153,78.30000305,80.65000153,78.75,2678478,65.17316437,0
41765.00,79.55000305,76.75,79.19999695,77.5,2233739,64.13864136,0
41766.00,77.94999695,76.5,77.80000305,76.75,3586567,63.51797104,0
41767.00,77.40000153,75.65000153,77.05000305,76.30000305,2659609,63.14553452,0
41768.00,81,76.65000153,77,80.59999847,4519272,66.70420837,0
41771.00,82.05000305,80,81,81.59999847,3632458,67.53179169,0
41772.00,86,82.44999695,83,84.59999847,8949640,70.0145874,0
41773.00,85.40000153,83.80000305,85.40000153,84.75,4087872,70.13873291,0
41774.00,88.59999847,85.34999847,85.59999847,87.59999847,15190345,72.49736023,0
41775.00,93,88.19999695,89.5,90.90000153,17989175,75.22844696,0
41778.00,98.44999695,93,93.55000305,97.69999695,23539634,80.8560791,0
41779.00,101.1999969,96.09999847,99.69999695,97.55000305,8477857,80.73194885,0
41780.00,98.94999695,95,98,96.34999847,9017961,79.73884583,0
41781.00,100.9000015,96.19999695,97.59999847,99.44999695,21934332,82.30437469,0
